14/07/01-10:07:06 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 247.036/247.135/247.188/0.631 ms
14/07/01-10:08:56 - 5 packets transmitted, 0 received, 100% packet loss, time 4025ms
14/07/01-10:10:35 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 247.066/247.101/247.141/0.315 ms
14/07/01-10:12:15 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 246.999/247.049/247.128/0.043 ms
14/07/01-10:13:54 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 246.971/247.054/247.207/0.081 ms
14/07/01-10:15:34 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 247.125/247.155/247.204/0.028 ms
14/07/01-10:17:13 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 247.001/247.407/248.746/0.741 ms
14/07/01-10:18:53 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 247.006/247.212/247.644/0.386 ms
14/07/01-10:20:32 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 247.036/247.145/247.256/0.632 ms
14/07/01-10:22:12 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 247.068/247.547/249.378/1.017 ms
14/07/01-10:23:51 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 247.076/247.472/248.757/0.643 ms
14/07/01-10:25:31 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 247.072/247.123/247.169/0.038 ms
14/07/01-10:27:10 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 247.094/247.125/247.166/0.545 ms
14/07/01-10:28:50 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 247.114/247.129/247.158/0.544 ms
14/07/01-10:30:29 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 247.064/247.174/247.449/0.562 ms
