14/07/01-09:51:51 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 328.305/328.524/328.674/0.527 ms
14/07/01-09:53:31 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 328.457/328.529/328.651/0.728 ms
14/07/01-09:55:10 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 337.442/337.717/337.818/0.538 ms
14/07/01-09:56:50 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 328.436/328.586/328.807/0.735 ms
14/07/01-09:58:29 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 328.219/328.462/328.696/0.175 ms
14/07/01-10:00:09 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 337.364/337.589/337.861/0.400 ms
14/07/01-10:01:48 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 337.294/337.470/337.610/0.531 ms
14/07/01-10:03:27 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 328.216/328.470/328.634/0.538 ms
14/07/01-10:05:07 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 328.447/328.562/328.708/0.634 ms
14/07/01-10:06:46 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 328.285/328.455/328.698/0.387 ms
14/07/01-10:08:26 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 328.450/328.513/328.605/0.366 ms
14/07/01-10:10:05 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 337.505/337.674/337.876/0.390 ms
14/07/01-10:11:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 337.438/337.553/337.742/0.741 ms
14/07/01-10:13:24 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 328.307/328.476/328.768/0.394 ms
14/07/01-10:15:03 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 328.298/328.478/328.685/0.135 ms
14/07/01-10:16:43 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 328.462/328.568/328.782/0.637 ms
14/07/01-10:18:22 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 337.299/337.490/337.707/0.390 ms
14/07/01-10:20:02 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 337.584/337.707/337.826/0.645 ms
14/07/01-10:21:41 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 328.377/328.606/328.789/0.155 ms
14/07/01-10:23:21 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 328.247/328.421/328.672/0.645 ms
14/07/01-10:25:00 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 328.385/328.494/328.629/0.081 ms
14/07/01-10:26:39 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 328.270/328.453/328.577/0.733 ms
14/07/01-10:28:19 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 337.504/337.594/337.691/0.639 ms
14/07/01-10:29:58 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 337.384/337.595/337.850/0.546 ms
14/07/01-10:31:38 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 337.451/337.604/337.792/0.653 ms
14/07/01-10:33:17 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 328.269/328.583/328.803/0.653 ms
14/07/01-10:34:57 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 337.378/337.523/337.658/0.386 ms
14/07/01-10:36:37 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 328.332/328.462/328.528/0.067 ms
