14/07/01-10:04:41 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 257.428/264.426/279.334/8.542 ms
14/07/01-10:06:20 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 258.999/263.467/267.346/3.632 ms
14/07/01-10:08:00 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 259.016/266.782/282.135/8.584 ms
14/07/01-10:09:39 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 258.831/269.264/279.195/6.479 ms
14/07/01-10:11:19 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 257.222/259.999/265.514/2.915 ms
14/07/01-10:12:58 - 5 packets transmitted, 5 received, 0% packet loss, time 4002ms rtt min/avg/max/mdev = 258.784/264.683/279.321/7.983 ms
14/07/01-10:14:38 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 259.343/264.843/272.680/5.494 ms
14/07/01-10:16:17 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 259.177/261.870/269.988/4.132 ms
14/07/01-10:17:57 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 259.029/262.557/270.699/4.498 ms
14/07/01-10:19:36 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 257.016/259.824/264.923/2.769 ms
14/07/01-10:21:15 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 259.119/265.678/281.096/8.742 ms
14/07/01-10:22:55 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 258.986/263.386/270.711/5.223 ms
14/07/01-10:24:34 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 258.922/267.300/281.120/8.178 ms
14/07/01-10:26:14 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 259.678/265.505/272.004/4.449 ms
14/07/01-10:27:53 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 256.594/261.558/270.437/5.175 ms
14/07/01-10:29:32 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 257.153/260.048/265.855/3.053 ms
14/07/01-10:31:12 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 259.189/261.071/264.112/1.982 ms
14/07/01-10:32:51 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 258.882/263.327/279.237/7.977 ms
14/07/01-10:34:31 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 258.797/262.338/267.343/3.996 ms
14/07/01-10:36:11 - 5 packets transmitted, 5 received, 0% packet loss, time 4002ms rtt min/avg/max/mdev = 259.439/262.809/267.136/2.732 ms
