14/07/01-10:05:04 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 157.931/160.857/171.319/5.263 ms
14/07/01-10:06:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 157.872/165.365/174.833/7.671 ms
14/07/01-10:08:24 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 157.782/164.268/175.295/7.654 ms
14/07/01-10:10:04 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 157.940/168.519/171.746/5.311 ms
14/07/01-10:11:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 158.272/166.214/172.340/6.436 ms
14/07/01-10:13:24 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 157.931/163.558/171.652/6.384 ms
14/07/01-10:15:04 - 5 packets transmitted, 5 received, 0% packet loss, time 4002ms rtt min/avg/max/mdev = 158.966/167.930/175.036/6.122 ms
14/07/01-10:16:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 157.931/160.739/170.671/5.001 ms
14/07/01-10:18:24 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 158.022/165.065/171.640/6.008 ms
14/07/01-10:20:04 - 5 packets transmitted, 5 received, 0% packet loss, time 4002ms rtt min/avg/max/mdev = 158.319/168.579/171.688/5.140 ms
14/07/01-10:21:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 157.955/162.554/171.553/5.509 ms
14/07/01-10:23:24 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 158.386/166.913/180.105/8.957 ms
14/07/01-10:25:04 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 157.941/167.654/180.308/8.496 ms
14/07/01-10:26:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 159.099/167.689/171.441/4.680 ms
14/07/01-10:28:24 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 158.012/164.129/170.859/5.716 ms
14/07/01-10:30:04 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 157.974/166.628/175.093/6.979 ms
14/07/01-10:31:44 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 158.296/170.194/178.799/6.632 ms
14/07/01-10:33:25 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 157.988/162.251/171.081/5.360 ms
14/07/01-10:35:05 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 158.345/165.807/170.749/4.836 ms
14/07/01-10:36:45 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 158.285/163.073/171.047/4.857 ms
14/07/01-10:38:26 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 158.261/163.643/171.152/5.934 ms
14/07/01-10:40:06 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 157.846/168.577/171.581/5.393 ms
14/07/01-10:41:46 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 157.836/164.364/180.281/8.530 ms
14/07/01-10:43:26 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 159.030/169.613/179.843/6.920 ms
14/07/01-10:45:07 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 157.949/161.231/170.863/4.868 ms
14/07/01-10:46:47 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 158.193/166.779/175.261/7.043 ms
14/07/01-10:48:27 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 157.845/163.550/171.685/6.377 ms
14/07/01-10:50:07 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 157.653/160.777/171.199/5.234 ms
14/07/01-10:51:47 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 157.784/161.340/171.920/5.318 ms
14/07/01-10:53:28 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 157.755/165.875/171.217/6.178 ms
14/07/01-10:55:08 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 158.047/168.272/179.146/9.269 ms
14/07/01-10:56:49 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 157.978/168.714/171.673/5.386 ms
14/07/01-10:58:29 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 158.548/170.665/179.869/6.847 ms
