14/07/01-10:09:25 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.600/126.771/127.192/0.448 ms
14/07/01-10:11:05 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 126.457/126.505/126.562/0.228 ms
14/07/01-10:12:46 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 126.430/126.524/126.740/0.117 ms
14/07/01-10:14:26 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.424/126.449/126.472/0.020 ms
14/07/01-10:16:06 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.429/126.483/126.518/0.451 ms
14/07/01-10:17:46 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.462/126.545/126.801/0.259 ms
14/07/01-10:19:28 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.411/127.404/131.070/1.888 ms
14/07/01-10:21:08 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.431/126.560/126.965/0.303 ms
14/07/01-10:22:48 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 126.462/126.610/126.945/0.481 ms
14/07/01-10:24:29 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.454/126.498/126.565/0.451 ms
14/07/01-10:26:09 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.425/126.486/126.528/0.042 ms
14/07/01-10:27:49 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 126.347/126.558/127.017/0.235 ms
14/07/01-10:29:30 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.414/126.475/126.573/0.324 ms
14/07/01-10:31:10 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.475/126.678/127.366/0.346 ms
14/07/01-10:32:50 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 126.463/126.541/126.788/0.341 ms
14/07/01-10:34:31 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.454/126.748/127.321/0.518 ms
14/07/01-10:36:11 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.464/126.660/127.091/0.315 ms
14/07/01-10:37:52 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 126.472/127.683/131.696/2.042 ms
14/07/01-10:39:32 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.418/126.497/126.705/0.335 ms
14/07/01-10:41:12 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 126.492/126.615/126.722/0.240 ms
14/07/01-10:42:53 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 126.547/126.976/127.818/0.638 ms
14/07/01-10:44:33 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.402/126.479/126.593/0.455 ms
14/07/01-10:46:13 - 5 packets transmitted, 5 received, 0% packet loss, time 4007ms rtt min/avg/max/mdev = 126.421/126.568/126.953/0.438 ms
14/07/01-10:47:54 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.436/126.465/126.491/0.318 ms
14/07/01-10:49:34 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.412/126.668/127.495/0.471 ms
14/07/01-10:51:14 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 126.465/126.590/127.010/0.308 ms
14/07/01-10:52:55 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 126.446/126.499/126.537/0.451 ms
14/07/01-10:54:35 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 126.390/126.518/126.704/0.104 ms
